question,context,answer_start,answer
Sân bay bận rộn thứ hai ở Hoa Kỳ là sân bay nào?,"Nam California là nơi có Sân bay quốc tế Los Angeles, sân bay bận rộn thứ hai ở Hoa Kỳ theo lượng hành khách (xem các sân bay bận rộn nhất thế giới theo lưu lượng hành khách) và thứ ba theo lượng hành khách quốc tế (xem các sân bay bận rộn nhất ở Hoa Kỳ theo lưu lượng hành khách quốc tế); Sân bay quốc tế San Diego, sân bay đường băng đơn bận rộn nhất thế giới; Sân bay Van Nuys, sân bay hàng không chung (general avivation) bận rộn nhất thế giới; các sân bay thương mại lớn tại Quận Cam, Bakersfield, Ontario, Burbank và Long Beach; và nhiều sân bay thương mại và hàng không chung nhỏ hơn.",25,Sân bay quốc tế Los Angeles
Los Angeles Rams là một ví dụ về loại đội thể thao nào?,"Các đội thể thao chuyên nghiệp ở Nam California bao gồm các đội từ NFL (Los Angeles Rams, San Diego Chargeers); NBA (Los Angeles Lakers, Los Angeles Clippers); MLB (Los Angeles Dodgers, Los Angeles Angels of Anaheim, San Diego Padres); NHL (Los Angeles Kings, Anaheim Ducks); và MLS (LA Galaxy).",67,NFL
Đội nào bị đình chỉ ở MLS?,"Từ năm 2005 đến 2014, đã có hai đội tham gia giải Major League Soccer ở Los Angeles - LA Galaxy và Chivas USA - cả hai đã chơi tại sân vận động StubHub Center và đối thủ ở địa phương. Tuy nhiên, Chivas đã bị đình chỉ sau mùa giải MLS 2014, với một đội MLS thứ hai dự kiến ​​sẽ trở lại vào năm 2018.",195,Chivas
Các chương trình phát sóng độ nét tiêu chuẩn của BSkyB theo chuẩn nào?,"Các chương trình phát sóng độ nét tiêu chuẩn của BSkyB là ở định dạng MPEG-2 theo chuẩn DVB, với các kênh Sky Film và Sky Box Office có tùy chọn các bản nhạc phim Dolby Digital cho các phim gần đây, mặc dù chỉ có thể xem các kênh này với một hộp giải mã Sky+. Nội dung của Sky+ HD được phát sóng bằng MPEG-4 và hầu hết các nội dung HD sử dụng tiêu chuẩn DVB-S2. Các dịch vụ tương tác và EPG 7 ngày sử dụng hệ thống OpenTV độc quyền, với các hộp giải mã có modem cho đường truyền ngược lại từ khán giả tới nhà đài. Sky News, cùng với các kênh khác, cung cấp một dịch vụ tương tác video giả theo theo yêu cầu bằng cách phát các luồng video lặp.",70,MPEG-2 theo chuẩn DVB
Sky Digital được ra mắt khi nào?,"Khi Sky Digital được ra mắt vào 1998, dịch vụ mới này đã sử dụng vệ tinh Astra 2A được đặt ở vị trí quỹ đạo 28,5° Đông, không giống như dịch vụ analog được phát từ vị trí 19,2° Đông. Sau đó, thêm nhiều vệ tinh Astra cũng như vệ tinh Eurobird 1 của Eutelsat (nay là Eutelsat 33C) ở 28,5° Đông) đã thực hiện theo điều này, cho phép công ty triển khai dịch vụ Sky kỹ thuật số hoàn toàn mới, với tiềm năng mang được hàng trăm kênh truyền hình và phát thanh. Vị trí cũ đã được chia sẻ với các nhà đài ở một số quốc gia châu Âu, trong khi vị trí mới ở 28,5° Đông hầu như chỉ được sử dụng cho các kênh phát sóng ở Vương quốc Anh.",32,1998
BSkyB thông báo ý định thay thế các kênh kỹ thuật số phát sóng miễn phí khi nào?,"Vào ngày 8 tháng 2 năm 2007, BSkyB đã thông báo ý định thay thế ba kênh mặt đất kỹ thuật số phát sóng miễn phí (free-to-air) bằng bốn kênh đăng ký. Họ đã đề xuất rằng các kênh này sẽ cung cấp một loạt nội dung từ danh mục của BSkyB bao gồm thể thao (bao gồm Giải Bóng đá Premier League của Anh), phim, giải trí và tin tức. Thông báo được đưa ra một ngày sau khi Setanta Sports xác nhận rằng họ sẽ ra mắt vào tháng 3 dưới dạng dịch vụ đăng ký trên nền tảng kỹ thuật số mặt đất và cùng ngày đó các dịch vụ của NTL được đổi tên thành Virgin Media. Tuy nhiên, các nguồn tin trong ngành tin rằng BSkyB sẽ buộc phải từ bỏ kế hoạch rút các kênh của mình khỏi kênh xem miễn phí và thay thế chúng bằng các kênh đăng ký, do có thể mất doanh thu quảng cáo.",9,8 tháng 2 năm 2007
Alec Shelbrooke đã đề xuất thanh toán các khoản trợ cấp bằng gì?,"Báo Daily Mail đưa tin vào năm 2012 rằng cơ quan phúc lợi của chính phủ Anh đang kiểm tra ""hóa đơn Sky TV của các nguyên đơn để xác minh liệu một phụ nữ nhận trợ cấp là một bà mẹ đơn thân có tuyên bố sai là đang sống một mình hay không"" - vì họ đã tuyên bố rằng việc đăng ký các kênh thể thao sẽ cho thấy sự hiện diện của một người đàn ông trong gia đình. Vào tháng 12, quốc hội Anh đã nghe một yêu sách rằng đăng ký BSkyB thì ""thường gây thiệt hại"", cùng với rượu, thuốc lá và cờ bạc. Nghị sĩ Đảng Bảo thủ Alec Shelbrooke đã đề xuất thanh toán các khoản trợ cấp và tín dụng thuế bằng ""Thẻ Tiền mặt Phúc lợi"", theo kiểu của Chương trình Hỗ trợ Dinh dưỡng Bổ sung, chỉ có thể được sử dụng để mua ""nhu yếu phẩm "".",585,"""Thẻ Tiền mặt Phúc lợi"
Phí phát sóng hàng năm cho các kênh là bao nhiêu?,"Các thỏa thuận bao gồm phí phát sóng cố định hàng năm là 30 triệu Bảng cho các kênh cùng với việc cả hai nhà cung cấp kênh có thể nhận được thêm khoản thanh toán có mức trần nếu các kênh của họ đáp ứng các mục tiêu nhất định liên quan đến hiệu suất. Hiện tại, không có không có dấu hiệu nào cho thấy liệu thỏa thuận mới có bao gồm nội dung Video theo Yêu cầu và Độ phân giải Cao bổ sung mà trước đây BSkyB đã cung cấp hay không. Cũng trong thỏa thuận này, cả BSkyB và Virgin Media đều đồng ý chấm dứt tất cả các thủ tục tố tụng tại Tòa Dân sự Cấp cao đối với nhau liên quan đến việc phát sóng các kênh cơ bản tương ứng của họ.",57,30 triệu Bảng
Đảng chính trị nào mạnh nhất trong tầng lớp lao động ở vùng ngoại ô Melbourne?,"Đảng Lao động Úc (ALP) (trung tả), Đảng Tự do Úc (trung hữu), Đảng Quốc gia Úc (nông thôn) và Đảnh Xanh Úc (môi trường) là các đảng chính trị chính của bang Victoria. Theo truyền thống, Đảng Lao động là đảng mạnh nhất trong tầng lớp lao động ở vùng ngoại ô phía tây và phía bắc của Melbourne, và các thành phố khu vực Ballarat, Bendigo và Geelong. Những người ủng hộ chính của Đảng Tự do là ở vùng ngoại ô phía đông và giàu có hơn của Melbourne, và một số trung tâm nông thôn và khu vực. Đảng Quốc gia mạnh nhất ở khu vực nông thôn phía Tây Bắc và Đông của Victoria. Đảng Xanh, đảng đã giành được ghế hạ viện đầu tiên vào năm 2014, mạnh nhất ở nội thành Melbourne.",0,Đảng Lao động Úc
Victoria ban hành hiến pháp khi nào?,"Victoria có hiến pháp bằng văn bản được ban hành vào năm 1975, nhưng dựa trên hiến pháp thuộc địa 1855, được Quốc hội Anh thông qua dưới dạng Đạo luật Hiến pháp Victoria 1855, thành lập Quốc hội với tư cách là cơ quan lập pháp của bang cho các vấn đề thuộc trách nhiệm của bang. Hiến pháp bang Victoria có thể được Quốc hội bang Victoria sửa đổi, ngoại trừ một số điều khoản ""cố thủ"" nhất định, đòi hỏi phải đạt được tuyệt đối ở cả thượng hạ viện, đạt được ba phần năm ở cả thượng hạ viện, hoặc sự chấp thuận của người dân Victoria trong một cuộc trưng cầu dân ý, tùy thuộc vào quy định.",57,1975
Victoria sẽ sớm mất loại nhà máy sản xuất nào?,"Trong lịch sử, Victoria là nơi đặt các nhà máy sản xuất của các thương hiệu xe hơi lớn như Ford, Toyota và Holden; tuy nhiên, việc cả ba công ty thông báo đóng cửa trong thế kỷ 21 sẽ có nghĩa là Úc sẽ không còn là cơ sở cho ngành công nghiệp xe hơi toàn cầu, với tuyên bố của Toyota vào tháng 2 năm 2014 nêu rõ năm đóng cửa là năm 2017. Thông báo của Holden xảy ra vào tháng 5 năm 2013, sau đó là quyết định của Ford vào tháng 12 cùng năm (Các nhà máy của Ford ở Victoria - tại Broadmeadows và Geelong - sẽ đóng cửa vào tháng 10 năm 2016).",60,các thương hiệu xe hơi lớn
Khổ đường sắt của Victoria là bao nhiêu?,"Cũng có một số nhà khai thác vận tải hàng hóa nhỏ hơn và nhiều tuyến đường sắt du lịch hoạt động trên các tuyến đường sắt đã từng là một phần của hệ thống đường sắt thuộc sở hữu của bang. Các tuyến đường sắt ở Victoria chủ yếu sử dụng khổ rộng 1.600 mm (5 ft 3 in). Tuy nhiên, các tuyến đường chính giữa các tiểu bang, cũng như một số đường nhánh ở phía tây của tiểu bang đã được chuyển đổi thành khổ tiêu chuẩn 1,435 mm (4 ft 8 1⁄2 in). Hai tuyến đường sắt du lịch hoạt động trên các tuyến khổ hẹp 760 mm (2 ft 6 in), là các tuyến còn sót lại của năm tuyến đường sắt trước đây thuộc sở hữu của chính phủ, được xây dựng ở khu vực miền núi.",244,1.600 mm (5 ft 3 in)
Thuộc địa New South Wales được thành lập khi nào?,"Sau khi thành lập thuộc địa New South Wales vào năm 1788, Úc được chia thành một nửa phía đông có tên New South Wales và một nửa phía tây có tên New Holland, dưới sự quản lý của chính quyền thuộc địa tại Sydney. Khu định cư người châu Âu đầu tiên trong khu vực sau này được gọi là Victoria được thành lập vào tháng 10 năm 1803 dưới quyền Tỉnh trưởng David Collins tại Vịnh Sullivan trên Cảng Phillip. Khu này có 402 người (5 quan chức chính phủ, 9 sĩ quan thủy quân lục chiến, 2 tay trống và 39 tư nhân, 5 vợ của lính và một đứa trẻ, 307 người bị kết án, 17 vợ của tù nhân và 7 trẻ em). Họ đã được gửi từ Anh bằng tàu HMS Calcutta dưới sự chỉ huy của Đại úy Daniel Woodriff, chủ yếu vì sợ rằng những người Pháp đang khám phá khu vực có thể thiết lập khu định cư của riêng họ và do đó thách thức quyền của Anh đối với lục địa.",52,1788
Tuyên bố nào bãi bỏ Đạo Tin lành tại Pháp?,"﻿Chiến tranh tôn giáo nối lại vào những năm 1620 khiến các đặc quyền chính trị và quân sự của người Huguenot bị bãi bỏ sau khi họ thua trận. Họ duy trì các điều khoản tôn giáo của Sắc lệnh Nantes cho đến giai đoạn trị vì của Louis XIV, người tăng cường bức hại quyết liệt các điều khoản này cho đến khi ban hành Sắc lệnh Fontainebleau (1685), bãi bỏ mọi công nhận pháp lý đối với Đạo Tin lành tại Pháp và ép buộc người Huguenot phải cải đạo. Trong khi gần ba phần tư số người sau cùng bị giết hay quy phục, có khoảng 500.000 người Huguenot trốn chạy khỏi nước Pháp đến đầu thế kỷ 18[cần trích dẫn].",312,Sắc lệnh Fontainebleau
